participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.what_happens_with_payoffs,player.age,player.gender,player.degree,player.field_of_study,player.employment,player.familiarity,player.confidence,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
89,1xrx95cr,,0,0,24,,,,0,,,0.0,89,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
90,0v9c1vwd,,0,0,24,,,,0,,,0.0,90,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
91,wgh0zkxe,,0,0,24,,,,0,,,0.0,91,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
92,pyml9glx,,0,0,24,,,,0,,,0.0,92,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
93,8p6e5kna,,0,0,24,,,,0,,,0.0,93,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
94,k6y9oc6s,,0,0,24,,,,0,,,0.0,94,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
95,np5s0xwz,,0,0,24,,,,0,,,0.0,95,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
96,sal2i5it,,0,0,24,,,,0,,,0.0,96,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
97,cldoktka,,0,0,24,,,,0,,,0.0,97,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
98,y7g7k36a,,0,0,24,,,,0,,,0.0,98,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
99,cc1gwz1u,,0,0,24,,,,0,,,0.0,99,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
100,ytc6yj9n,,0,0,24,,,,0,,,0.0,100,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
101,2t3lnb5f,,0,0,24,,,,0,,,0.0,101,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
102,k3vd77eh,,0,0,24,,,,0,,,0.0,102,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
103,4fevh7jw,,0,0,24,,,,0,,,0.0,103,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
104,xuk5x1uh,,0,0,24,,,,0,,,0.0,104,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
105,1xqs8f1n,,0,0,24,,,,0,,,0.0,105,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
106,y4p9ja3q,,0,0,24,,,,0,,,0.0,106,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
107,70pp80sd,,0,0,24,,,,0,,,0.0,107,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
108,u98xxqjm,,0,0,24,,,,0,,,0.0,108,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
109,8nzop3y5,,0,0,24,,,,0,,,0.0,109,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
110,inmxx64i,,0,0,24,,,,0,,,0.0,110,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
111,bt2sh4cf,,0,0,24,,,,0,,,0.0,111,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
112,zzd8bzkk,,0,0,24,,,,0,,,0.0,112,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
113,s8iu6dt2,,0,0,24,,,,0,,,0.0,113,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
114,xukrrs7j,,0,0,24,,,,0,,,0.0,114,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
115,4e5i5f8j,,0,0,24,,,,0,,,0.0,115,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
116,28vz2uur,,0,0,24,,,,0,,,0.0,116,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
117,plw385bw,,0,0,24,,,,0,,,0.0,117,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
118,yps8fn0d,,0,0,24,,,,0,,,0.0,118,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
119,wf1vg0zx,,0,0,24,,,,0,,,0.0,119,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
120,wfqurpr9,,0,0,24,,,,0,,,0.0,120,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
121,s7vg3t1e,,0,0,24,,,,0,,,0.0,121,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
122,ccyvs0up,,0,0,24,,,,0,,,0.0,122,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
123,60c4j912,,0,0,24,,,,0,,,0.0,123,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
124,u25q2xbi,,0,0,24,,,,0,,,0.0,124,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
125,mvainmvc,,0,0,24,,,,0,,,0.0,125,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
126,2u4lhwx1,,0,0,24,,,,0,,,0.0,126,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
127,x9wdews5,,0,0,24,,,,0,,,0.0,127,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
128,wnx8yo0i,,0,0,24,,,,0,,,0.0,128,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
129,3ztydfdk,,0,0,24,,,,0,,,0.0,129,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
130,anjly4ol,,0,0,24,,,,0,,,0.0,130,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
131,k81lagsp,,0,0,24,,,,0,,,0.0,131,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
132,sfrgbz1x,,0,0,24,,,,0,,,0.0,132,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
133,y5jhl2g9,,0,0,24,,,,0,,,0.0,133,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
134,5e94m92a,,0,0,24,,,,0,,,0.0,134,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
135,68ni460k,,0,0,24,,,,0,,,0.0,135,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
136,mvy4pnie,,0,0,24,,,,0,,,0.0,136,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
137,guch3u0o,,0,0,24,,,,0,,,0.0,137,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
138,tzt26l0q,,0,0,24,,,,0,,,0.0,138,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
139,4gn2lja0,,0,0,24,,,,0,,,0.0,139,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
140,17f0wiol,,0,0,24,,,,0,,,0.0,140,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
141,o4jvdj4p,,0,0,24,,,,0,,,0.0,141,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
142,otmeepfr,,0,0,24,,,,0,,,0.0,142,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
143,6n2tnxm4,,0,0,24,,,,0,,,0.0,143,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
144,o4rdgdcy,,0,0,24,,,,0,,,0.0,144,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
145,ta60kcfy,,0,0,24,,,,0,,,0.0,145,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
146,gpbly107,,0,0,24,,,,0,,,0.0,146,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
147,y55q0ku7,,0,0,24,,,,0,,,0.0,147,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
148,znz5jrap,,0,0,24,,,,0,,,0.0,148,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
149,04ytrldn,,0,0,24,,,,0,,,0.0,149,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
150,walk4pvn,,0,0,24,,,,0,,,0.0,150,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
151,p0f6m9zx,,0,0,24,,,,0,,,0.0,151,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
152,ov71t62f,,0,0,24,,,,0,,,0.0,152,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
153,5nofajxw,,0,0,24,,,,0,,,0.0,153,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
154,vz9sd0w9,,0,0,24,,,,0,,,0.0,154,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
155,j7ibost3,,0,0,24,,,,0,,,0.0,155,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
156,8m5iqjxd,,0,0,24,,,,0,,,0.0,156,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
157,1cjm9jzz,,0,0,24,,,,0,,,0.0,157,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
158,h8zcwlve,,0,0,24,,,,0,,,0.0,158,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
159,thkrlj49,,0,0,24,,,,0,,,0.0,159,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
160,ha9goa7y,,0,0,24,,,,0,,,0.0,160,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
161,w78meixj,,0,0,24,,,,0,,,0.0,161,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
162,2b3x1ghp,,0,0,24,,,,0,,,0.0,162,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
163,8alvi70z,,0,0,24,,,,0,,,0.0,163,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
164,8jt230de,,0,0,24,,,,0,,,0.0,164,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
165,0s14e9a0,,0,0,24,,,,0,,,0.0,165,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
166,9kg0phad,,0,0,24,,,,0,,,0.0,166,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
167,8wqujkck,,0,0,24,,,,0,,,0.0,167,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
168,0j0k3jpe,,0,0,24,,,,0,,,0.0,168,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
169,np1z3fqc,,0,0,24,,,,0,,,0.0,169,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
170,mbu6iipa,,0,0,24,,,,0,,,0.0,170,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
171,eykd64qi,,0,0,24,,,,0,,,0.0,171,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
172,hf7jbr55,,0,0,24,,,,0,,,0.0,172,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
173,ar1v90pa,,0,0,24,,,,0,,,0.0,173,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
174,akci4f1q,,0,0,24,,,,0,,,0.0,174,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
175,h3s6zbpc,,0,0,24,,,,0,,,0.0,175,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
176,nu9x7o37,,0,0,24,,,,0,,,0.0,176,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
177,939825ic,,0,0,24,,,,0,,,0.0,177,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
178,pgg2dcma,,0,0,24,,,,0,,,0.0,178,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
179,54qyxfyz,,0,0,24,,,,0,,,0.0,179,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
180,1xz8udl7,,0,0,24,,,,0,,,0.0,180,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
181,oz8bxcun,,0,0,24,,,,0,,,0.0,181,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
182,cclyv2a7,,0,0,24,,,,0,,,0.0,182,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
183,b16rxwnp,,0,0,24,,,,0,,,0.0,183,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
184,hsznf3gd,,0,0,24,,,,0,,,0.0,184,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
185,j51blxyc,,0,0,24,,,,0,,,0.0,185,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
186,cffxtbe6,,0,0,24,,,,0,,,0.0,186,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
187,8i69mw4q,,0,0,24,,,,0,,,0.0,187,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
188,ju4w2kdk,,0,0,24,,,,0,,,0.0,188,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
189,pwxwlg0l,,0,0,24,,,,0,,,0.0,189,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
190,tk7c1gmt,,0,0,24,,,,0,,,0.0,190,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
191,8kn0ffli,,0,0,24,,,,0,,,0.0,191,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
192,18mrofvq,,0,0,24,,,,0,,,0.0,192,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
193,2l1wi7bn,,0,0,24,,,,0,,,0.0,193,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
194,ktpwos9v,,0,0,24,,,,0,,,0.0,194,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
195,fvr3oyg9,,0,0,24,,,,0,,,0.0,195,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
196,479l4gpo,,0,0,24,,,,0,,,0.0,196,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
197,7tsm3bok,,0,0,24,,,,0,,,0.0,197,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
198,se7obfq5,,0,0,24,,,,0,,,0.0,198,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
199,bo8qebxg,,0,0,24,,,,0,,,0.0,199,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
200,ou2zydp1,,0,0,24,,,,0,,,0.0,200,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
201,pxlmyx3e,,0,0,24,,,,0,,,0.0,201,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
202,ubkv311o,,0,0,24,,,,0,,,0.0,202,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
203,cwupyrxo,,0,0,24,,,,0,,,0.0,203,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
204,ycijzbfv,,0,0,24,,,,0,,,0.0,204,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
205,8kbezhd5,,0,0,24,,,,0,,,0.0,205,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
206,wjg92vy7,,0,0,24,,,,0,,,0.0,206,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
207,xxd5whag,,0,0,24,,,,0,,,0.0,207,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
208,3isyvhv5,,0,0,24,,,,0,,,0.0,208,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
209,iw7063cw,,0,0,24,,,,0,,,0.0,209,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
210,acfp4605,,0,0,24,,,,0,,,0.0,210,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
211,x5dmtjzd,,0,0,24,,,,0,,,0.0,211,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
212,iyhh4rs7,,0,0,24,,,,0,,,0.0,212,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
213,kdjhgguu,,0,0,24,,,,0,,,0.0,213,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
214,l8fsgoek,,0,0,24,,,,0,,,0.0,214,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
215,yw4sr5ka,,0,0,24,,,,0,,,0.0,215,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
216,imqbxzgz,,0,0,24,,,,0,,,0.0,216,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
217,5zefctsy,,0,0,24,,,,0,,,0.0,217,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
218,d4v0cgy5,,0,0,24,,,,0,,,0.0,218,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
219,vnrxy6fw,,0,0,24,,,,0,,,0.0,219,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
220,4qxj813a,,0,0,24,,,,0,,,0.0,220,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
221,u9gtqink,,0,0,24,,,,0,,,0.0,221,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
222,sx8dq6bd,,0,0,24,,,,0,,,0.0,222,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
223,ao6q6v2m,,0,0,24,,,,0,,,0.0,223,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
224,llh51i9r,,0,0,24,,,,0,,,0.0,224,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
225,n46axpxt,,0,0,24,,,,0,,,0.0,225,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
226,aclhpqry,,0,0,24,,,,0,,,0.0,226,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
227,iwzmpkr0,,0,0,24,,,,0,,,0.0,227,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
228,wtq8pnhp,,0,0,24,,,,0,,,0.0,228,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
229,0ywacb6p,,0,0,24,,,,0,,,0.0,229,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
230,hba4l5lx,,0,0,24,,,,0,,,0.0,230,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
231,knc08cyw,,0,0,24,,,,0,,,0.0,231,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
232,j5t6nxas,,0,0,24,,,,0,,,0.0,232,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
233,3e6yv8lw,,0,0,24,,,,0,,,0.0,233,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
234,gnr3et5j,,0,0,24,,,,0,,,0.0,234,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
235,v6uqskbd,,0,0,24,,,,0,,,0.0,235,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
236,d285m4ja,,0,0,24,,,,0,,,0.0,236,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
237,kehx7lrj,,0,0,24,,,,0,,,0.0,237,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
238,ucl8k2wg,,0,0,24,,,,0,,,0.0,238,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
239,7qlfp26i,,0,0,24,,,,0,,,0.0,239,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
240,ch9mlq42,,0,0,24,,,,0,,,0.0,240,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
241,ojbayio9,,0,0,24,,,,0,,,0.0,241,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
242,ll63fkea,,0,0,24,,,,0,,,0.0,242,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
243,x0rukse7,,0,0,24,,,,0,,,0.0,243,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
244,uc6ciieh,,0,0,24,,,,0,,,0.0,244,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
245,cu4gedyr,,0,0,24,,,,0,,,0.0,245,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
246,26l4n64q,,0,0,24,,,,0,,,0.0,246,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
247,hqbolsk4,,0,0,24,,,,0,,,0.0,247,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
248,hb8j8noj,,0,0,24,,,,0,,,0.0,248,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
249,5jh6rn6i,,0,0,24,,,,0,,,0.0,249,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
250,csgai7ib,,0,0,24,,,,0,,,0.0,250,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
251,z9f2ka1e,,0,0,24,,,,0,,,0.0,251,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
252,gjlotz9d,,0,0,24,,,,0,,,0.0,252,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
253,5tlqnjhr,,0,0,24,,,,0,,,0.0,253,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
254,jcpn02yv,,0,0,24,,,,0,,,0.0,254,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
255,eodx0q20,,0,0,24,,,,0,,,0.0,255,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
256,ffca07nk,,0,0,24,,,,0,,,0.0,256,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
257,z65b2o20,,0,0,24,,,,0,,,0.0,257,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
258,uei6nfmi,,0,0,24,,,,0,,,0.0,258,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
259,t4ee63y6,,0,0,24,,,,0,,,0.0,259,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
260,5htk9uld,,0,0,24,,,,0,,,0.0,260,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
261,dmju8chq,,0,0,24,,,,0,,,0.0,261,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
262,fmgujc7n,,0,0,24,,,,0,,,0.0,262,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
263,p7j0f3xz,,0,0,24,,,,0,,,0.0,263,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
264,yn62km6r,,0,0,24,,,,0,,,0.0,264,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
265,53q8rr9o,,0,0,24,,,,0,,,0.0,265,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
266,jp06qtvy,,0,0,24,,,,0,,,0.0,266,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
267,agcshub5,,0,0,24,,,,0,,,0.0,267,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
268,18ihu9sk,,0,0,24,,,,0,,,0.0,268,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
269,am4ix81h,,0,0,24,,,,0,,,0.0,269,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
270,5j8t1b6t,,0,0,24,,,,0,,,0.0,270,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
271,74qzky1a,,0,0,24,,,,0,,,0.0,271,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
272,pz6yg1so,,0,0,24,,,,0,,,0.0,272,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
273,ocjcaww1,,0,0,24,,,,0,,,0.0,273,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
274,qvgcbry0,,0,0,24,,,,0,,,0.0,274,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
275,2ulo8wtm,,0,0,24,,,,0,,,0.0,275,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
276,s90mmog4,,0,0,24,,,,0,,,0.0,276,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
277,kbwesi2s,,0,0,24,,,,0,,,0.0,277,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
278,8w9dtilj,,0,0,24,,,,0,,,0.0,278,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
279,cquwizar,,0,0,24,,,,0,,,0.0,279,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
280,9v1rk8w8,,0,0,24,,,,0,,,0.0,280,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
281,6bxqzeom,,0,0,24,,,,0,,,0.0,281,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
282,n837gs0t,,0,0,24,,,,0,,,0.0,282,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
283,tdintl0l,,0,0,24,,,,0,,,0.0,283,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
284,7ob0hqnc,,0,0,24,,,,0,,,0.0,284,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
285,84kanae2,,0,0,24,,,,0,,,0.0,285,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
286,4imql7w6,,0,0,24,,,,0,,,0.0,286,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
287,tuj4ogaf,,0,0,24,,,,0,,,0.0,287,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
288,vdpcoppa,,0,0,24,,,,0,,,0.0,288,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
289,ahdflsjp,,0,0,24,,,,0,,,0.0,289,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
290,0zltozha,,0,0,24,,,,0,,,0.0,290,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
291,ojsr7jqv,,0,0,24,,,,0,,,0.0,291,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
292,916pc3gg,,0,0,24,,,,0,,,0.0,292,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
293,3ru7hbl2,,0,0,24,,,,0,,,0.0,293,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
294,0068rt2l,,0,0,24,,,,0,,,0.0,294,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
295,uk8oieik,,0,0,24,,,,0,,,0.0,295,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
296,m3pueaze,,0,0,24,,,,0,,,0.0,296,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
297,dss7dn6a,,0,0,24,,,,0,,,0.0,297,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
298,iv83d58a,,0,0,24,,,,0,,,0.0,298,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
299,wvjh9qbx,,0,0,24,,,,0,,,0.0,299,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
300,suar6aq0,,0,0,24,,,,0,,,0.0,300,,0.0,,,,,,,,,1,1,owjl0xho,,,,,0
1,cal8ejtk,5b6cb3049ee1a50001c5ef0f,0,24,24,final_screen,EndOfExperiment,2021-12-08 20:56:51.750680,1,,,5.0,1,,0.0,They get them?,42,female,3,other,part,3,3,1,1,kxh15wt9,,,,,0
2,4hnmlkj6,6109a51e7eb495edfdbd140b,0,24,24,final_screen,EndOfExperiment,2021-12-08 20:59:54.548939,1,,,5.0,2,,0.0,The earnings get spread out.,34,female,2,med,part,3,2,1,1,kxh15wt9,,,,,0
3,quh1uafc,,0,0,24,,,,0,,,0.0,3,,0.0,,,,,,,,,1,1,kxh15wt9,,,,,0
4,9utlrzv8,,0,0,24,,,,0,,,0.0,4,,0.0,,,,,,,,,1,1,kxh15wt9,,,,,0
5,ewgh7hxe,,0,0,24,,,,0,,,0.0,5,,0.0,,,,,,,,,1,1,kxh15wt9,,,,,0
6,ib0qkrb5,,0,0,24,,,,0,,,0.0,6,,0.0,,,,,,,,,1,1,kxh15wt9,,,,,0
7,mg5i2rl4,,0,0,24,,,,0,,,0.0,7,,0.0,,,,,,,,,1,1,kxh15wt9,,,,,0
8,4qrp843s,,0,0,24,,,,0,,,0.0,8,,0.0,,,,,,,,,1,1,kxh15wt9,,,,,0
9,oyf0jhs7,,0,0,24,,,,0,,,0.0,9,,0.0,,,,,,,,,1,1,kxh15wt9,,,,,0
10,i9v123x3,,0,0,24,,,,0,,,0.0,10,,0.0,,,,,,,,,1,1,kxh15wt9,,,,,0
11,vjoduvkm,,0,0,24,,,,0,,,0.0,11,,0.0,,,,,,,,,1,1,kxh15wt9,,,,,0
12,qvi877oi,,0,0,24,,,,0,,,0.0,12,,0.0,,,,,,,,,1,1,kxh15wt9,,,,,0
13,c2ktru3u,,0,0,24,,,,0,,,0.0,13,,0.0,,,,,,,,,1,1,kxh15wt9,,,,,0
14,g1w5gxv5,,0,0,24,,,,0,,,0.0,14,,0.0,,,,,,,,,1,1,kxh15wt9,,,,,0
15,hmgeib0s,,0,0,24,,,,0,,,0.0,15,,0.0,,,,,,,,,1,1,kxh15wt9,,,,,0
